Št.	Beseda 1	Beseda 2	Ali sta besedi protipomenki? [MŠ1]	Ali sta besedi protipomenki? [MJ]	Ali sta besedi protipomenki? [MŠ2]	Ali sta besedi sopomenki? [MS]	Ali sta besedi protipomenki? [TM]	Ali sta besedi protipomenki? [TVK]	SKUPAJ	ENOTNOST	Glavni problem	Morebitni dodatni problem	
2144	redko	vsakdanje	d	d	d	g	d	d	dddgdd		kontekst		
2145	redkost	gostota	d	d	d	g	d	d	dddgdd		tvorjeno		
2146	redkost	koncentracija	d	d	n	d	d	d	ddnddd		prevzeto		
2147	redno	neredno	d	d	d	d	d	d	dddddd	je protipomenka			
2148	rednost	nerednost	d	d	d	d	d	d	dddddd	je protipomenka			
2149	rednost	občasnost	d	d	n	d	d	d	ddnddd		kontekst		
2150	redukcija	povišanje	d	g	n	g	d	d	dgngdd		prevzeto		
2151	redukcija	porast	d	g	d	g	d	d	dgdgdd		prevzeto		
2152	redukcija	povečanje	d	d	d	g	d	d	dddgdd		prevzeto		
2153	redukcija	zvišanje	d	g	d	g	d	d	dgdgdd		prevzeto		
2154	redukcija	rast	g	g	d	g	d	d	ggdgdd		prevzeto		
2155	registrirati	izbrisati	d	g	n	d	d	g	dgnddg		prevzeto		
2156	registrirati	zbrisati	d	g	n	n	d	g	dgnndg		prevzeto		
2157	relevanca	irelevantnost	g	n	g	g	d	d	gnggdd		tvorjeno		
2158	resen	frivolen	g	d	d	g	g	d	gddggd		prevzeto		
2159	resen	lahkomiseln	d	d	n	d	g	d	ddndgd		kontekst		
2160	resen	lahkoživ	d	n	n	d	g	g	dnndgg		kontekst		
2161	resen	poreden	n	n	n	g	g	g	nnnggg		zaz	kontekst	
2162	resen	razposajen	d	d	d	d	g	d	ddddgd		kontekst		
2163	resen	šaljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2164	rešena	nerešena	d	d	d	g	d	d	dddgdd		lema		
2165	resnica	laž	d	d	d	d	d	d	dddddd	je protipomenka			
2166	resnica	neresnica	d	d	d	d	d	d	dddddd	je protipomenka			
2167	resnice	neresnice	d	d	d	g	d	d	dddgdd	je protipomenka	lema		
2168	resničen	napačen	d	d	n	n	g	g	ddnngg		kontekst		
2169	resničen	nepravilen	d	n	n	n	g	g	dnnngg		kontekst		
2170	resničen	nepravi	d	n	n	g	g	g	dnnggg		tvorjeno	kontekst	
2171	resnično	neresnično	d	d	d	d	d	d	dddddd	je protipomenka			
2172	resnicoljubnost	neiskrenost	d	d	d	g	d	d	dddgdd		ne		
2173	resnicoljubnost	neresničnost	d	n	n	g	g	n	dnnggn		ne	kontekst	
2174	resno	neresno	d	d	d	d	d	d	dddddd	je protipomenka			
2175	resnost	frivolnost	g	d	d	g	g	d	gddggd		prevzeto		
2176	resnost	lahkomiselnost	d	d	n	d	g	d	ddndgd		kontekst		
2177	resnost	neresnost	d	d	d	d	d	d	dddddd	je protipomenka			
2178	ročen	avtomatski	d	d	d	d	d	d	dddddd	je protipomenka			
2179	ročen	samodejen	d	d	d	d	d	d	dddddd	je protipomenka			
2180	rojstvo	preminutje	d	d	g	d	d	d	ddgddd		zaz		
2181	rojstvo	smrt	d	d	d	d	d	d	dddddd	je protipomenka			
2182	samica	samec	d	n	d	d	g	d	dnddgd		spol		
2183	samoglasnik	konzonant	g	d	g	d	d	d	gdgddd		prevzeto		
2184	samoglasnik	soglasnik	d	d	d	d	d	d	dddddd	je protipomenka			
2185	sebičen	nesebičen	d	d	d	d	d	d	dddddd	je protipomenka			
2186	sebično	nesebično	d	d	d	d	d	d	dddddd	je protipomenka			
2187	sedanji	nekdanji	d	g	d	d	g	d	dgddgd		stop		
2188	sedanji	prejšnji	d	g	g	d	g	d	dggdgd		stop		
2189	sedanji	sedanji	n	n	n	n	n	n	nnnnnn	ni protipomenka			
2190	segregirati	desegregirati	d	d	d	d	d	d	dddddd	je protipomenka			
2191	seksualen	aseksualen	d	d	d	d	d	d	dddddd	je protipomenka			
2192	seksualen	brezspolen	n	n	n	d	d	n	nnnddn		prevzeto	kontekst	
2193	sekundaren	primaren	d	g	d	g	d	d	dgdgdd		kontekst	kvazi	
2194	sekundaren	prvi	d	g	n	g	g	g	dgnggg		prevzeto	kontekst	
2195	sekundaren	temeljen	d	d	d	g	d	d	dddgdd		prevzeto		
2196	sem	tam	d	g	n	n	d	n	dgnndn		kvazi		
2197	sem	tja	d	d	d	d	d	d	dddddd	je protipomenka			
2198	semkaj	tja	d	d	n	d	d	d	ddnddd		zaz		
2199	šibek	močen	d	d	d	d	d	d	dddddd	je protipomenka			
2200	šibkost	plus	d	g	n	g	g	d	dgnggd		tranz	kontekst	
2201	šibkost	ugodnost	n	g	n	g	g	d	ngnggd		tranz	kontekst	
2202	šibkost	korist	d	g	n	g	g	d	dgnggd		tranz	kontekst	
2203	simetričen	asimetričen	d	d	d	d	d	d	dddddd	je protipomenka			
2204	simetričen	iregularen	g	n	n	g	d	d	gnngdd		kontekst		
2205	simetričen	nesomeren	d	n	g	g	d	d	dnggdd		ne	prevzeto	
2206	simetrija	asimetrija	d	d	d	d	d	d	dddddd	je protipomenka			
2207	simetrija	nesomernost	d	n	g	g	d	d	dnggdd		prevzeto	tvorjeno	
2208	simetrija	disproporc	d	g	n	g	d	n	dgngdn		tvorjeno		
2209	simetrija	neenakost	d	n	n	n	d	g	dnnndg		prevzeto	kontekst	
2210	simetrija	neskladnost	d	n	d	g	d	d	dndgdd		prevzeto	kontekst	
2211	simetrija	nesorazmerje	d	n	n	g	d	d	dnngdd		ne	prevzeto	
2212	simetrija	nesorazmernost	d	n	n	g	d	d	dnngdd		ne	prevzeto	
2213	simpatičen	nesimpatičen	d	d	d	d	d	d	dddddd	je protipomenka			
2214	simpatičen	antipatičen	d	d	d	d	d	d	dddddd	je protipomenka			
2215	sin	hči	d	n	d	d	g	d	dnddgd		spol		
2216	sinonim	protipomenka	d	d	g	d	d	d	ddgddd		prevzeto		
2217	širok	ozek	d	d	d	d	d	d	dddddd	je protipomenka			
2218	skesan	zakrknjen	n	n	d	g	g	n	nndggn		kontekst		
2219	skladen	neenak	d	n	n	g	g	d	dnnggd		kontekst		
2220	skladen	neskladen	d	d	d	d	d	d	dddddd	je protipomenka			
2221	skladen	nesmiseln	n	n	n	n	g	d	nnnngd		drugo		
2222	skladen	različen	d	n	n	g	g	d	dnnggd		kontekst		
2223	skladnost	neskladnost	d	d	d	d	d	d	dddddd	je protipomenka			
2224	škodljiv	primeren	g	g	n	n	g	n	ggnngn		stop	kontekst/tranz	
2225	škodljivo	neškodljivo	d	d	d	d	d	d	dddddd	je protipomenka			
2226	skopost	velikodušnost	d	d	d	d	d	d	dddddd	je protipomenka			
2227	skopost	darežljivost	g	d	d	d	d	d	gddddd		zaz		
2228	skrb	flegma	d	n	n	d	d	d	dnnddd		zaz	prevzeto	
2229	skrb	neprizadetost	d	n	d	g	g	d	dndggd		kontekst		
2230	skrbno	brezskrbno	d	d	n	d	d	d	ddnddd		kontekst		
2231	skrčen	razvlečen	d	d	d	d	d	d	dddddd	je protipomenka			
2232	skrčen	razširjen	d	d	d	d	d	d	dddddd	je protipomenka			
2233	skrčiti	raztegniti	d	d	d	d	d	d	dddddd	je protipomenka			
2234	skrčiti	povečati	d	g	d	g	g	d	dgdggd		kontekst		
2235	skrčiti	razširiti	d	d	d	d	d	d	dddddd	je protipomenka			
2236	skriti	izpostaviti	d	d	d	d	d	d	dddddd	je protipomenka			
2237	skriti	odkriti	d	d	d	d	g	d	ddddgd		kontekst		
2238	skupen	individualen	d	d	g	d	d	d	ddgddd		prevzeto		
2239	skupen	posamezen	d	g	d	d	d	d	dgdddd		kontekst		
2240	slabost	ugodnost	d	n	d	n	g	d	dndngd		kontekst		
2241	slabost	korist	d	d	n	g	g	d	ddnggd		kontekst		
2242	slabšati	boljšati	d	d	d	d	d	d	dddddd	je protipomenka			
2243	sladek	kisel	d	d	n	d	d	g	ddnddg		kontekst	kvazi	
2244	slasten	omleden	g	n	d	g	g	d	gndggd		kontekst		
2245	slasten	plehek	n	n	n	g	g	g	nnnggg		kontekst		
2246	slaven	infamen	d	g	n	g	d	g	dgngdg		prevzeto		
2247	slaven	razvpit	n	n	n	n	g	g	nnnngg		kvazi		
2248	slaven	zloglasen	n	n	n	n	g	g	nnnngg		kvazi		
2249	slavno	neslavno	d	d	n	d	d	d	ddnddd		ne		
2250	slediti	voditi	d	d	d	d	d	d	dddddd	je protipomenka			
2251	slediti	voziti	n	n	n	n	g	g	nnnngg		drugo	kvazi	
2252	slišen	neslišen	d	d	d	d	d	d	dddddd	je protipomenka			
2253	slišnost	neslišnost	d	d	d	d	d	d	dddddd	je protipomenka			
2254	slučajno	nalašč	d	d	d	d	d	d	dddddd	je protipomenka			
2255	slučajno	namenoma	d	d	d	d	d	d	dddddd	je protipomenka			
2256	slučajno	namerno	d	d	d	d	d	d	dddddd	je protipomenka			
2257	slučajno	zanalašč	d	d	d	d	d	d	dddddd	je protipomenka			
2258	smejati	jokati	d	d	d	d	g	d	ddddgd		povrat		
2259	smejati	plakati	d	d	g	d	g	d	ddgdgd		zaz		
2260	smisel	nesmisel	d	d	d	d	d	d	dddddd	je protipomenka			
2261	smiseln	nesmiseln	d	d	d	d	d	d	dddddd	je protipomenka			
2262	smiselno	nesmiselno	d	d	d	d	d	d	dddddd	je protipomenka			
2263	smotrnost	neprimernost	g	g	n	g	g	d	ggnggd		kontekst		
2264	smotrnost	nesmotrnost	d	d	d	d	d	d	dddddd	je protipomenka			
2265	smotrnost	neustreznost	d	g	n	g	g	d	dgnggd		kontekst		
2266	smrdljiv	blagodišeč	d	g	d	d	d	d	dgdddd		zaz		
2267	smrdljiv	vonjav	g	n	n	n	g	d	gnnngd		zaz		
2268	smrtnost	nesmrtnost	d	d	d	d	d	d	dddddd	je protipomenka			
2269	snaga	nesnažnost	d	d	d	g	d	d	dddgdd		tvorjeno		
2270	snaga	nečednost	d	n	n	g	g	d	dnnggd		tvorjeno	kontekst	
2271	snaga	umazanost	d	d	d	g	d	d	dddgdd		tvorjeno		
2272	snaga	zanikrnost	d	d	n	n	g	d	ddnngd		kontekst		
2273	socialen	asocialen	d	d	d	d	d	d	dddddd	je protipomenka			
2274	sodelovanje	tekmovanje	d	d	n	g	d	d	ddngdd		kontekst		
2275	sodelovanje	boj	d	g	n	g	d	d	dgngdd		kontekst		
2276	sodelovanje	rivalstvo	d	d	n	d	d	d	ddnddd		prevzeto		
2277	sodelovanje	nesodelovanje	d	g	d	d	d	d	dgdddd		ne		
2278	softver	hardware	g	g	g	g	g	g	gggggg		prevzeto	drugo	različni stopnji prevzetosti
2279	soglasje	nesoglasje	d	g	d	d	d	d	dgdddd		ne		
2280	soglasje	spor	d	d	d	d	d	d	dddddd	je protipomenka			
2281	šolan	neuk	d	d	d	d	d	d	dddddd	je protipomenka			
2282	soprog	soproga	d	n	d	g	g	n	dndggn		spol		
2283	sorazmerno	nesorazmerno	d	d	d	d	d	d	dddddd	je protipomenka			
2284	soroden	nesoroden	d	g	d	d	d	d	dgdddd		ne		
2285	splošen	določen	d	d	d	d	d	d	dddddd	je protipomenka			
2286	splošen	lokalen	d	d	d	d	g	d	ddddgd		kontekst		
2287	spočiti	izmučiti	d	d	d	d	g	d	ddddgd		povrat	drugo	prehodnost?
2288	spočiti	izčrpati	d	d	d	d	d	d	dddddd	je protipomenka			
2289	spočiti	izžeti	d	n	n	d	d	d	dnnddd		povrat	drugo	prehodnost?
2290	spočiti	utruditi	d	d	d	g	d	d	dddgdd		povrat		
2291	spočiti	utrujati	n	n	n	g	d	d	nnngdd		povrat	nedov	
2292	spodaj	gori	d	d	d	d	d	d	dddddd	je protipomenka			
2293	spodobno	nespodobno	d	d	d	d	d	d	dddddd	je protipomenka			
2294	spodobnost	nespodobnost	d	d	d	d	d	d	dddddd	je protipomenka			
2295	spomladanski	jesenski	d	g	d	g	g	d	dgdggd		kvazi	kontekst	
2296	spomniti	pozabiti	d	d	d	d	g	d	ddddgd		povrat		
2297	sporazum	nesporazum	d	d	n	d	d	d	ddnddd		kontekst		
2298	sporen	nesporen	d	d	d	d	d	d	dddddd	je protipomenka			
2299	sporno	nesporno	d	d	d	d	d	d	dddddd	je protipomenka			
2300	sposobna	nesposobna	d	d	d	g	d	d	dddgdd		lema		
2301	sposobnost	nezmožnost	d	d	d	d	d	d	dddddd	je protipomenka			
2302	sposobnost	nesposobnost	d	d	d	d	d	d	dddddd	je protipomenka			
2303	spoštovanje	nespoštovanje	d	g	d	d	d	d	dgdddd		ne		
2304	spoštovati	prekršiti	d	d	d	g	g	d	dddggd		nedov/tvorjeno		kaj je dovršnik od spoštovati
2305	spoštovati	prelomiti	d	d	g	g	g	d	ddgggd		nedov/tvorjeno		gl. zgoraj
2306	sprejemljiv	nesprejemljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2307	sprejemljivo	nesprejemljivo	d	d	d	d	d	d	dddddd	je protipomenka			
2308	sprejemljivost	nesprejemljivost	d	g	d	d	d	d	dgdddd		ne		
2309	spremenjen	nespremenjen	d	d	d	d	d	d	dddddd	je protipomenka			
2310	spremenjena	nespremenjena	d	d	d	d	d	d	dddddd	je protipomenka			
2311	spremenljivo	nespremenljivo	d	d	d	d	d	d	dddddd	je protipomenka			
2312	spremenljivost	spremenljivost	n	n	n	n	n	n	nnnnnn	ni protipomenka			
2313	spremenljivost	nestabilnost	n	n	n	n	n	n	nnnnnn	ni protipomenka			
2314	spretno	nespretno	d	d	d	d	d	d	dddddd	je protipomenka			
2315	sprostiti	absorbirati	d	n	n	g	g	d	dnnggd		prevzeto	kontekst	
2316	sprostiti	blokirati	d	d	g	g	d	g	ddggdg		prevzeto		
2317	sprostiti	motiti	n	n	n	n	d	g	nnnndg		nedov	tranz	
2318	sprostiti	ovirati	g	d	n	g	d	g	gdngdg		kontekst		
2319	sprostiti	preprečiti	d	d	n	d	g	g	ddndgg		kontekst		
2320	sprostiti	zadelati	n	d	n	g	g	g	ndnggg		kontekst		
2321	sprostiti	zamašiti	d	d	d	d	d	g	dddddg		kontekst		
2322	sprostiti	zapreti	d	d	n	g	g	g	ddnggg		kontekst		
2323	sprostiti	zatesniti	d	d	d	g	d	d	dddgdd		kontekst		
2324	sprostiti	zavirati	d	d	n	g	g	d	ddnggd		kontekst		
2325	sprostiti	zadržati	d	d	g	d	g	d	ddgdgd		kontekst		
2326	spuščati	dvigati	d	d	d	d	d	d	dddddd	je protipomenka			
2327	sreča	žalost	d	d	d	d	d	d	dddddd	je protipomenka			
2328	sreča	potrtost	d	d	d	d	d	d	dddddd	je protipomenka			
2329	sreča	bol	d	n	n	d	d	d	dnnddd		kontekst		
2330	sreča	bolečina	d	n	n	g	d	g	dnngdg		kontekst		
2331	srečen	nesrečen	d	d	d	d	d	d	dddddd	je protipomenka			
2332	srečno	nesrečno	d	d	d	d	d	d	dddddd	je protipomenka			
2333	srečo	nesrečo	d	d	d	g	d	d	dddgdd		lema		
2334	stabilen	nestabilen	d	d	d	d	d	d	dddddd	je protipomenka			
2335	stabilno	nestabilno	d	d	d	d	d	d	dddddd	je protipomenka			
2336	stabilnost	spremenljivost	d	d	d	g	d	d	dddgdd		prevzeto		
2337	stabilnost	nestabilnost	d	d	d	d	d	d	dddddd	je protipomenka			
2338	stalen	provizoren	d	d	n	g	g	d	ddnggd		prevzeto		
2339	stalen	začasen	d	d	d	d	d	d	dddddd	je protipomenka			
2340	stalno	začasno	d	d	d	d	d	d	dddddd	je protipomenka			
2341	stanovitnost	nestanovitnost	d	d	d	d	d	d	dddddd	je protipomenka			
2342	stanovitnost	omahljivost	d	d	n	g	g	d	ddnggd		kontekst		
2343	star	mlad	d	d	d	d	d	d	dddddd	je protipomenka			
2344	star	nezrel	d	n	n	g	g	d	dnnggd		kontekst		
2345	star	mladi	n	n	n	g	d	n	nnngdn		nedol		
2346	star	mladina	n	n	n	g	d	n	nnngdn		bv		
2347	star	zelen	g	n	n	d	d	d	gnnddd		večpom		
2348	starost	novost	g	n	n	d	d	d	gnnddd		kontekst		
2349	starost	svežina	d	g	n	d	g	d	dgndgd		kontekst		
2350	starost	svežost	n	g	n	d	g	d	ngndgd		kontekst		
2351	starost	mladost	d	d	d	d	d	d	dddddd	je protipomenka			
2352	startati	končati	d	d	d	d	g	d	ddddgd		prevzeto		
2353	startati	nehati	d	g	d	d	g	d	dgddgd		prevzeto		
2354	startati	odnehati	d	g	d	d	g	d	dgddgd		prevzeto		
2355	startati	prekiniti	d	g	d	g	g	d	dgdggd		prevzeto		
2356	startati	prenehati	d	g	d	d	g	d	dgddgd		prevzeto		
2357	startati	ustaviti	d	g	d	d	g	d	dgddgd		prevzeto		
2358	startati	zaključiti	d	d	d	d	g	d	ddddgd		prevzeto		
2359	stati	ležati	d	d	d	d	d	d	dddddd	je protipomenka			
2360	stric	teta	d	n	d	d	g	g	dnddgg		spol		
2361	stric	tetica	n	n	n	g	g	g	nnnggg		spol		
2362	stric	tetka	n	n	n	g	g	g	nnnggg		spol		
2363	strina	stric	g	n	n	n	g	g	gnnngg		spol	zaz	
2364	strina	ujec	g	n	d	g	g	g	gndggg		spol	zaz	
2365	strinjanje	nestrinjanje	d	d	d	d	d	d	dddddd	je protipomenka			
2366	strinjanje	spor	d	d	d	d	d	d	dddddd	je protipomenka			
2367	strinjati	prepirati	d	n	n	d	g	g	dnndgg		povrat		
2368	strmina	strmina	n	n	n	n	n	n	nnnnnn	ni protipomenka			
2369	strmina	vzpon	d	n	n	n	n	n	dnnnnn		kvazi		
2370	strmina	spust	d	n	n	n	d	d	dnnndd		kvazi		
2371	strokovnjak	nestrokovnjak	d	g	d	d	d	d	dgdddd		ne		
2372	strokovno	nestrokovno	d	d	d	d	d	d	dddddd	je protipomenka			
2373	strpen	nestrpen	d	d	d	d	d	d	dddddd	je protipomenka			
2374	strpni	nestrpni	d	d	d	g	d	d	dddgdd		lema		
2375	strpno	nestrpno	d	d	d	d	d	d	dddddd	je protipomenka			
2376	strpnost	nestrpnost	d	d	d	d	d	d	dddddd	je protipomenka			
2377	strpnosti	nestrpnosti	d	d	d	g	d	d	dddgdd		lema		
2378	suh	vlažen	d	d	d	d	d	d	dddddd	je protipomenka			
2379	sumljiv	nesumljiv	d	g	d	d	d	d	dgdddd		ne		
2380	sumničavost	zaupljivost	d	d	d	d	d	d	dddddd	je protipomenka			
2381	svetlost	temnost	d	d	d	d	d	d	dddddd	je protipomenka			
2382	tam	semkaj	d	n	n	n	d	n	dnnndn		kvazi		ni protipomenka
2383	tehnofil	tehnofob	d	d	d	d	d	d	dddddd	je protipomenka			
2384	tekoč	hlapljiv	d	n	n	g	g	g	dnnggg		kvazi		
2385	tekoč	plinast	d	g	d	g	g	g	dgdggg		kvazi	stop	
2386	telesa	protitelesa	d	n	n	g	d	g	dnngdg		lema	kontekst	
2387	tema	razsvetljava	d	n	n	g	d	d	dnngdd		kontekst		
2388	tema	svetloba	d	d	d	d	d	d	dddddd	je protipomenka			
2389	teoretičen	praktičen	d	d	d	d	d	d	dddddd	je protipomenka			
2390	teritorialen	eksteritorialen	d	g	g	d	g	d	dggdgd		kontekst		
2391	težek	lahek	d	d	d	d	d	d	dddddd	je protipomenka			
2392	težnost	breztežnost	d	d	d	d	d	d	dddddd	je protipomenka			
2393	težnost	lebdenje	d	g	g	g	d	d	dgggdd		tvorjeno	kontekst	
2394	tih	hrupen	d	d	d	d	d	d	dddddd	je protipomenka			
2395	toleranca	omejevalnost	d	g	n	g	d	d	dgngdd		tvorjeno	prevzeto	
2396	toleranca	restriktivnost	d	g	n	d	d	d	dgnddd		tvorjeno	kontekst	
2397	topel	hladen	d	d	d	d	d	d	dddddd	je protipomenka			
2398	topel	mrzel	d	d	d	g	d	d	dddgdd		kontekst		
2399	topen	netopen	d	d	d	d	d	d	dddddd	je protipomenka			
2400	topljiv	netopljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2401	tožilec	obtožena	n	n	d	g	d	g	nndgdg		lema	spol	
2402	tožilec	obtoženec	d	d	d	d	d	d	dddddd	je protipomenka			
2403	tožilec	obtoženi	d	d	d	g	d	d	dddgdd		tvorjeno		tožeči - obtoženi
2404	tožilec	obtoženka	n	n	d	g	d	g	nndgdg		lema	spol	
2405	tožilec	tožena	n	n	d	g	d	g	nndgdg		lema	spol	
2406	tožilec	toženec	d	d	d	d	d	d	dddddd	je protipomenka			
2407	tožilec	toženi	d	d	d	g	d	d	dddgdd		tvorjeno		gl. zgoraj
2408	tožilec	zatoženec	d	n	d	n	d	d	dndndd		zaz		
2409	tragedija	veseloigra	d	d	g	d	d	d	ddgddd		kontekst	kvazi	
2410	tranzitivnost	neprehodnost	d	n	g	g	d	d	dnggdd		prevzeto		
2411	trden	tekoč	d	g	d	g	g	g	dgdggg		kvazi	stop	
2412	trden	hlapljiv	d	n	n	g	d	g	dnngdg		kvazi		
2413	trden	plinast	d	g	d	g	d	g	dgdgdg		kvazi	stop	
2414	trdnost	poroznost	d	n	n	g	g	g	dnnggg		kontekst		
2415	treznost	pijanstvo	g	n	n	d	g	d	gnndgd		tvorjeno		
2416	treznost	pijančevanje	d	n	n	d	g	d	dnndgd		tvorjeno		
2417	treznost	vinjenost	d	d	d	d	d	d	dddddd	je protipomenka			
2418	triumf	poraz	d	d	g	d	d	d	ddgddd		prevzeto		
2419	trpeti	uživati	d	d	d	d	d	d	dddddd	je protipomenka			
2420	trpeti	dati	n	n	n	g	n	n	nnngnn		gš		
2421	trpljenje	veselje	d	d	n	g	d	d	ddngdd		kontekst		
2422	trpljenje	veselost	d	d	n	g	d	d	ddngdd		tvorjeno		
2423	tuj	domač	d	d	d	d	d	d	dddddd	je protipomenka			
2424	tuj	znan	d	g	d	d	d	d	dgdddd		kontekst		
2425	tukaj	tam	d	d	d	d	d	d	dddddd	je protipomenka			
2426	tukaj	tja	n	n	n	g	d	n	nnngdn		?		ni protipomenka
2427	ubogati	upirati	d	d	d	g	g	g	dddggg		povrat		
2428	učinkovit	neuspešen	d	g	n	g	d	d	dgngdd		kontekst		
2429	učinkovito	neučinkovito	d	d	d	d	d	d	dddddd	je protipomenka			
2430	učvrstiti	popustiti	d	d	n	g	g	d	ddnggd		kontekst		
2431	učvrstiti	zrahljati	d	d	d	d	d	d	dddddd	je protipomenka			
2432	udeležiti	zamuditi	d	d	n	g	g	g	ddnggg		povrat		
2433	udoben	neudoben	d	d	d	d	d	d	dddddd	je protipomenka			
2434	udoben	neugoden	d	n	n	d	g	d	dnndgd		kontekst		
2435	udobno	neudobno	d	d	d	d	d	d	dddddd	je protipomenka			
2436	ugasljiv	nepogasljiv	d	g	n	g	d	d	dgngdd		tvorjeno		
2437	ugasljiv	neugasen	d	g	n	g	d	d	dgngdd		tvorjeno		
2438	ugasljiv	neugasljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2439	uglednost	razvpitost	d	d	d	d	g	g	ddddgg		kontekst		
2440	ugoden	neugoden	d	d	d	d	d	d	dddddd	je protipomenka			
2441	ugoden	nekoristen	d	n	n	g	d	g	dnngdg		kontekst		
2442	ugoden	škodljiv	d	d	n	g	d	d	ddngdd		kontekst		
2443	ugodje	neugodje	d	d	d	d	d	d	dddddd	je protipomenka			
2444	ugodno	neugodno	d	d	d	d	d	d	dddddd	je protipomenka			
2445	ujemanje	inkongruenca	g	g	d	g	g	d	ggdggd		prevzeto		
2446	ujemanje	nedoslednost	n	n	d	d	g	d	nnddgd		tvorjeno		
2447	ujemanje	neskladnost	d	d	d	d	d	d	dddddd	je protipomenka			
2448	ujemanje	neujemanje	d	d	d	d	d	d	dddddd	je protipomenka			
2449	ujeti	osvoboditi	d	d	d	d	d	d	dddddd	je protipomenka			
2450	ujeti	izpustiti	d	d	d	d	d	d	dddddd	je protipomenka			
2451	ujeti	sprostiti	d	n	n	g	g	d	dnnggd		kontekst		
2452	ukriviti	zravnati	d	d	d	d	d	d	dddddd	je protipomenka			
2453	ukročen	divji	d	d	d	d	d	d	dddddd	je protipomenka			
2454	ukročen	neudomačen	d	d	n	g	d	d	ddngdd		kontekst		
2455	ukročen	neukročen	d	d	d	d	d	d	dddddd	je protipomenka			
2456	ukročen	razbrzdan	d	n	n	d	g	d	dnndgd		kontekst		
2457	umerjenost	eksces	g	g	n	g	g	d	ggnggd		prevzeto		
2458	umerjenost	nezmernost	d	g	n	g	d	d	dgngdd		kontekst		
2459	umerjenost	prekomernost	d	g	n	d	d	d	dgnddd		kontekst		
2460	umerjenost	čezmernost	d	g	n	d	d	d	dgnddd		kontekst		
2461	umerjenost	pretiranost	d	g	n	d	d	d	dgnddd		kontekst		
2462	up	obup	d	d	g	d	d	d	ddgddd		kontekst		
2463	up	brezup	d	d	d	d	d	d	dddddd	je protipomenka			
2464	upad	povečanje	d	d	d	d	d	d	dddddd	je protipomenka			
2465	upad	povišanje	d	d	d	d	d	d	dddddd	je protipomenka			
2466	upad	vzpenjanje	n	n	n	g	g	g	nnnggg		kontekst	dejanje - stanje	
2467	upadanje	povišanje	d	n	d	g	d	d	dndgdd		nedov izg		
2468	upadanje	povečanje	d	n	d	g	d	d	dndgdd		nedov izg		
2469	upadanje	zvišanje	d	n	d	g	d	d	dndgdd		nedov izg		
2470	upadanje	rast	d	d	d	d	d	d	dddddd	je protipomenka			
2471	upadati	razširiti	d	n	n	g	g	g	dnnggg		nedov	kontekst	
2472	upanje	brezupnost	d	d	n	d	d	d	ddnddd		tvorjeno		
2473	upanje	obup	d	d	d	d	d	d	dddddd	je protipomenka			
2474	upirati	podrediti	g	n	d	g	g	g	gndggg		povrat		
2475	upirati	pokoravati	g	n	n	d	g	g	gnndgg		povrat		
2476	uporaben	neuporaben	d	d	d	d	d	d	dddddd	je protipomenka			
2477	uporabna	neuporabna	d	d	d	g	d	d	dddgdd		lema		
2478	upoštevanje	neupoštevanje	d	d	d	d	d	d	dddddd	je protipomenka			
2479	upravičen	neupravičen	d	d	d	d	d	d	dddddd	je protipomenka			
2480	upravičeno	neupravičeno	d	d	d	d	d	d	dddddd	je protipomenka			
2481	upravičenost	neupravičenost	d	d	d	d	d	d	dddddd	je protipomenka			
2482	uraden	neuraden	d	d	d	d	d	d	dddddd	je protipomenka			
2483	uradni	neuradni	d	d	d	g	d	d	dddgdd		lema		
2484	uradno	neuradno	d	d	d	d	d	d	dddddd	je protipomenka			
2485	uravnoteženost	neravnotežje	d	n	n	g	d	d	dnngdd		tvorjeno		
2486	uravnoteženost	neuravnoteženost	d	d	d	d	d	d	dddddd	je protipomenka			
2487	urejen	neurejen	d	d	d	d	d	d	dddddd	je protipomenka			
2488	urejeno	neurejeno	d	d	d	d	d	d	dddddd	je protipomenka			
2489	urejenost	neurejenost	d	d	d	d	d	d	dddddd	je protipomenka			
2490	usesti	vstati	d	d	d	d	g	d	ddddgd		povrat		
2491	usklajenost	neusklajenost	d	d	d	d	d	d	dddddd	je protipomenka			
2492	usmerjen	razpršen	d	d	d	d	d	d	dddddd	je protipomenka			
2493	usmiljen	brezdušen	d	d	n	d	d	d	ddnddd		zaz		
2494	usmiljen	krut	d	d	d	d	d	d	dddddd	je protipomenka			
2495	usmiljen	nemilosrčen	d	g	n	g	d	d	dgngdd		ne		
2496	usmiljen	neusmiljen	d	d	d	d	d	d	dddddd	je protipomenka			
2497	usmiljen	okruten	d	d	d	d	d	d	dddddd	je protipomenka			
2498	uspeha	neuspeha	d	d	d	d	d	g	dddddg		lema		
2499	uspehov	neuspehov	d	d	d	d	d	g	dddddg		lema		
2500	uspešen	neučinkovit	d	g	n	g	g	g	dgnggg		kontekst		
2501	uspešen	neuspešen	d	d	d	d	d	d	dddddd	je protipomenka			
2502	uspešnež	poraženec	d	g	n	g	g	d	dgnggd		kontekst		
2503	uspešno	neuspešno	d	d	d	d	d	d	dddddd	je protipomenka			
